timestamp,radar_id,frame_number,angle,distance,velocity,x,y,z,peak_val,range_idx,doppler_idx
1762526025.314108,0,32287,0.0,430.46875,457.6,4.3046875,0.0,0.234375,238,0,4576
1762526025.314108,0,32291,0.0,385.15625,463.20000000000005,3.8515625,0.0,0.0,142,0,4632
1762526025.314108,0,32295,0.0,331.25,468.8,3.3125,0.0,0.0,65499,0,4688
1762526025.314108,0,32295,90.0,3035.9375,38.5,0.0,30.359375,30.6875,963,4088,385
1762526025.314108,0,32297,0.0,331.25,467.20000000000005,3.3125,0.0,30.359375,65494,0,4672
1762526025.314108,0,32301,0.0,741.40625,417.6,7.4140625,0.0,0.0,65520,0,4176
1762526025.314108,0,0,0,0,24729.0,0,0,0,0,0,0
1762526025.3201642,0,32307,0.0,400.78125,483.20000000000005,4.0078125,0.0,0.0,13,0,4832
1762526025.3201642,0,32309,0.0,397.65625,479.20000000000005,3.9765625,0.0,0.0,65,0,4792
1762526025.3201642,0,32311,0.0,400.0,475.20000000000005,4.0,0.0,0.0,23,0,4752
1762526025.3201642,0,32313,0.0,400.78125,489.6,4.0078125,0.0,0.0,19,0,4896
1762526025.3201642,0,0,0,0,24726.625,0,0,0,0,0,0
1762526025.3201642,0,0,0,0,24726.25,0,0,0,0,0,0
1762526025.3201642,0,32317,0.0,467.1875,471.20000000000005,4.671875,0.0,0.0,52,0,4712
1762526025.3201642,0,32319,0.0,400.0,472.8,4.0,0.0,0.0,23,0,4728
1762526025.3201642,0,0,0,0,24727.0,0,0,0,0,0,0
1762526025.3201642,0,32321,0.0,400.78125,480.8,4.0078125,0.0,0.0,11,0,4808
1762526025.3201642,0,0,0,0,24726.75,0,0,0,0,0,0
1762526025.3262293,0,32325,0.0,400.78125,488.0,4.0078125,0.0,0.0,18,0,4880
1762526025.3262293,0,0,0,0,16535.5,0,0,0,0,0,0
1762526025.3262293,0,0,0,0,16535.375,0,0,0,0,0,0
1762526025.3262293,0,32329,0.0,331.25,500.8,3.3125,0.0,0.0,65499,0,5008
1762526025.3262293,0,0,0,0,8362.25,0,0,0,0,0,0
1762526025.3262293,0,32331,0.0,400.78125,488.8,4.0078125,0.0,0.0,8,0,4888
1762526025.3262293,0,0,0,0,4872.357142857143,0,0,0,0,0,0
1762526025.3262293,0,32333,0.0,400.78125,473.6,4.0078125,0.0,0.0,5,0,4736
1762526025.3262293,0,0,0,0,165.625,0,0,0,0,0,0
1762526025.3262293,0,32337,0.0,332.8125,486.40000000000003,3.328125,0.0,0.0,65526,0,4864
1762526025.3262293,0,0,0,0,8365.625,0,0,0,0,0,0
1762526025.3262293,0,32339,0.0,332.8125,472.0,3.328125,0.0,0.0,65530,0,4720
1762526025.3262293,0,0,0,0,8366.0,0,0,0,0,0,0
1762526025.332237,0,32345,0.0,400.78125,484.0,4.0078125,0.0,0.0,9,0,4840
1762526025.332237,0,0,0,0,166.0,0,0,0,0,0,0
1762526025.332237,0,32349,0.0,399.21875,480.0,3.9921875,0.0,0.0,49,0,4800
1762526025.332237,0,0,0,0,166.125,0,0,0,0,0,0
1762526025.332237,0,0,0,0,153.75,0,0,0,0,0,0
1762526025.332237,0,32353,0.0,466.40625,456.8,4.6640625,0.0,0.0,57,0,4568
1762526025.332237,0,0,0,0,4864.285714285715,0,0,0,0,0,0
1762526025.332237,0,32355,0.0,400.78125,472.8,4.0078125,0.0,0.0,3,0,4728
1762526025.332237,0,0,0,0,6759.0,0,0,0,0,0,0
1762526025.332237,0,0,0,0,4879.357142857143,0,0,0,0,0,0
1762526025.3383057,0,32361,0.0,332.8125,496.0,3.328125,0.0,0.0,65516,0,4960
1762526025.3383057,0,0,0,0,159.0,0,0,0,0,0,0
1762526025.3383057,0,32363,0.0,331.25,496.8,3.3125,0.0,0.0,65496,0,4968
1762526025.3383057,0,0,0,0,4868.071428571428,0,0,0,0,0,0
1762526025.3383057,0,32365,0.0,330.46875,500.8,3.3046875,0.0,0.0,65484,0,5008
1762526025.3383057,0,0,0,0,4868.214285714285,0,0,0,0,0,0
1762526025.3383057,0,32367,0.0,399.21875,484.0,3.9921875,0.0,0.0,41,0,4840
1762526025.3383057,0,0,0,0,8350.25,0,0,0,0,0,0
1762526025.3383057,0,32369,0.0,332.8125,499.20000000000005,3.328125,0.0,0.0,65523,0,4992
1762526025.3383057,0,0,0,0,9546.714285714286,0,0,0,0,0,0
1762526025.3383057,0,32371,0.0,332.03125,503.20000000000005,3.3203125,0.0,0.0,65511,0,5032
1762526025.3383057,0,0,0,0,9546.857142857143,0,0,0,0,0,0
1762526025.3383057,0,32373,0.0,399.21875,473.6,3.9921875,0.0,0.0,40,0,4736
1762526025.3383057,0,0,0,0,8336.75,0,0,0,0,0,0
1762526025.3383057,0,32375,0.0,399.21875,489.6,3.9921875,0.0,0.0,43,0,4896
1762526025.3383057,0,0,0,0,4861.928571428572,0,0,0,0,0,0
1762526025.3443582,0,32377,0.0,467.96875,473.6,4.6796875,0.0,0.0,41,0,4736
1762526025.3443582,0,0,0,0,4862.214285714285,0,0,0,0,0,0
1762526025.3443582,0,32379,0.0,398.4375,492.8,3.984375,0.0,0.0,51,0,4928
1762526025.3443582,0,0,0,0,8338.25,0,0,0,0,0,0
1762526025.3443582,0,32381,0.0,400.78125,492.0,4.0078125,0.0,0.0,65529,0,4920
1762526025.3443582,0,0,0,0,4860.571428571428,0,0,0,0,0,0
1762526025.3443582,0,32383,0.0,400.0,477.6,4.0,0.0,0.0,27,0,4776
1762526025.3443582,0,0,0,0,4860.142857142857,0,0,0,0,0,0
1762526025.3443582,0,32385,0.0,467.96875,487.20000000000005,4.6796875,0.0,0.0,37,0,4872
1762526025.3443582,0,0,0,0,9573.785714285714,0,0,0,0,0,0
1762526025.3443582,0,32387,0.0,400.78125,488.0,4.0078125,0.0,0.0,8,0,4880
1762526025.3443582,0,0,0,0,6767.6,0,0,0,0,0,0
1762526025.3443582,0,32389,0.0,400.78125,480.8,4.0078125,0.0,0.0,20,0,4808
1762526025.3443582,0,0,0,0,3489.55,0,0,0,0,0,0
1762526025.3443582,0,32391,0.0,400.0,492.8,4.0,0.0,0.0,24,0,4928
1762526025.3443582,0,0,0,0,4890.785714285715,0,0,0,0,0,0
1762526025.3504388,0,32393,0.0,399.21875,485.6,3.9921875,0.0,0.0,50,0,4856
1762526025.3504388,0,0,0,0,3491.45,0,0,0,0,0,0
1762526025.3504388,0,32395,0.0,400.78125,493.6,4.0078125,0.0,0.0,65532,0,4936
1762526025.3504388,0,0,0,0,6767.75,0,0,0,0,0,0
1762526025.3504388,0,32397,0.0,400.78125,495.20000000000005,4.0078125,0.0,0.0,22,0,4952
1762526025.3504388,0,0,0,0,4889.285714285715,0,0,0,0,0,0
1762526025.3504388,0,0,0,0,4889.214285714285,0,0,0,0,0,0
1762526025.3504388,0,32401,0.0,465.625,489.6,4.65625,0.0,0.0,73,0,4896
1762526025.3504388,0,0,0,0,9571.357142857143,0,0,0,0,0,0
1762526025.3504388,0,32403,0.0,399.21875,488.8,3.9921875,0.0,0.0,42,0,4888
1762526025.3504388,0,0,0,0,10051.65,0,0,0,0,0,0
1762526025.3504388,0,32405,0.0,464.0625,479.20000000000005,4.640625,0.0,0.0,85,0,4792
1762526025.3504388,0,0,0,0,10052.25,0,0,0,0,0,0
1762526025.3504388,0,32407,0.0,400.0,492.8,4.0,0.0,0.0,28,0,4928
1762526025.3504388,0,0,0,0,4888.571428571428,0,0,0,0,0,0
1762526025.35649,0,32409,0.0,396.09375,480.0,3.9609375,0.0,0.0,76,0,4800
1762526025.35649,0,0,0,0,6773.05,0,0,0,0,0,0
1762526025.35649,0,32411,0.0,461.71875,483.20000000000005,4.6171875,0.0,0.0,103,0,4832
1762526025.35649,0,0,0,0,10051.5,0,0,0,0,0,0
1762526025.35649,0,32413,0.0,400.0,479.20000000000005,4.0,0.0,0.0,27,0,4792
1762526025.35649,0,0,0,0,9573.5,0,0,0,0,0,0
1762526025.35649,0,0,0,0,10053.1,0,0,0,0,0,0
1762526025.35649,0,32417,0.0,399.21875,488.0,3.9921875,0.0,0.0,45,0,4880
1762526025.35649,0,0,0,0,10051.55,0,0,0,0,0,0
1762526025.35649,0,32419,0.0,332.8125,495.20000000000005,3.328125,0.0,0.0,65519,0,4952
1762526025.35649,0,0,0,0,9571.92857142857,0,0,0,0,0,0
1762526025.35649,0,32421,0.0,399.21875,480.8,3.9921875,0.0,0.0,50,0,4808
1762526025.35649,0,0,0,0,10052.85,0,0,0,0,0,0
1762526025.35649,0,0,0,0,10050.85,0,0,0,0,0,0
1762526025.362555,0,0,0,0,9568.642857142857,0,0,0,0,0,0
1762526025.362555,0,0,0,0,9568.57142857143,0,0,0,0,0,0
1762526025.362555,0,0,0,0,9565.214285714286,0,0,0,0,0,0
1762526025.362555,0,0,0,0,9565.0,0,0,0,0,0,0
1762526025.362555,0,0,0,0,4881.857142857143,0,0,0,0,0,0
1762526025.362555,0,32435,0.0,400.0,488.0,4.0,0.0,0.0,30,0,4880
1762526025.362555,0,0,0,0,4881.571428571428,0,0,0,0,0,0
1762526025.362555,0,32437,0.0,397.65625,465.6,3.9765625,0.0,0.0,67,0,4656
1762526025.362555,0,32437,-90.0,46.875,12.700000000000001,0.0,-0.46875,34.1875,1117,4168,127
1762526025.362555,0,0,0,0,10053.25,0,0,0,0,0,0
1762526025.362555,0,32439,0.0,400.0,468.8,4.0,0.0,-0.46875,37,0,4688
1762526025.362555,0,0,0,0,10053.25,0,0,0,0,0,0
1762526025.368564,0,32441,0.0,399.21875,464.0,3.9921875,0.0,0.0,39,0,4640
1762526025.368564,0,32441,-90.0,46.875,20.0,0.0,-0.46875,36.25,1106,4232,200
1762526025.368564,0,0,0,0,6776.4,0,0,0,0,0,0
1762526025.368564,0,32443,0.0,945.3125,413.6,9.453125,0.0,-0.46875,49,0,4136
1762526025.368564,0,0,0,0,6778.5,0,0,0,0,0,0
1762526025.368564,0,0,0,0,6778.6,0,0,0,0,0,0
1762526025.368564,0,32447,0.0,442.96875,462.40000000000003,4.4296875,0.0,-30.359375,197,0,4624
1762526025.368564,0,0,0,0,4882.642857142857,0,0,0,0,0,0
1762526025.368564,0,32449,0.0,536.71875,453.6,5.3671875,0.0,0.0,65508,0,4536
1762526025.368564,0,32449,-90.0,71.09375,6.9,0.0,-0.7109375,35.8125,1296,4168,69
1762526025.368564,0,0,0,0,4886.214285714285,0,0,0,0,0,0
1762526025.368564,0,32451,0.0,332.03125,480.0,3.3203125,0.0,0.0,65513,0,4800
1762526025.368564,0,0,0,0,4886.142857142857,0,0,0,0,0,0
1762526025.368564,0,32453,0.0,400.0,476.0,4.0,0.0,0.0,37,0,4760
1762526025.368564,0,0,0,0,9565.857142857143,0,0,0,0,0,0
1762526025.368564,0,32455,0.0,446.875,468.0,4.46875,0.0,0.0,180,0,4680
1762526025.3746505,0,32457,0.0,467.1875,473.6,4.671875,0.0,0.0,47,0,4736
1762526025.3746505,0,0,0,0,9565.5,0,0,0,0,0,0
1762526025.3746505,0,32459,0.0,468.75,491.20000000000005,4.6875,0.0,0.0,5,0,4912
1762526025.3746505,0,32459,-90.0,46.875,16.6,0.0,-0.46875,35.1875,1287,4080,166
1762526025.3746505,0,0,0,0,12807.73076923077,0,0,0,0,0,0
1762526025.3746505,0,32461,0.0,400.78125,496.8,4.0078125,0.0,0.0,65531,0,4968
1762526025.3746505,0,32461,-90.0,46.875,6.2,0.0,-0.46875,31.5625,1297,4080,62
1762526025.3746505,0,0,0,0,12808.923076923076,0,0,0,0,0,0
1762526025.3746505,0,32463,0.0,400.78125,488.0,4.0078125,0.0,0.0,20,0,4880
1762526025.3746505,0,32463,-90.0,71.09375,9.1,0.0,-0.7109375,35.5625,1295,4056,91
1762526025.3746505,0,0,0,0,4888.857142857143,0,0,0,0,0,0
1762526025.3746505,0,32465,0.0,400.78125,485.6,4.0078125,0.0,0.0,6,0,4856
1762526025.3746505,0,32465,-90.0,71.09375,30.1,0.0,-0.7109375,35.6875,1173,4112,301
1762526025.3746505,0,32465,91.29806370878974,3138.305366163252,42.6,-0.7109375,31.375,2.0234375,0,65518,426
1762526025.3746505,0,0,0,0,12806.76923076923,0,0,0,0,0,0
1762526025.3746505,0,32467,0.0,468.75,493.6,4.6875,0.0,0.0,14,0,4936
1762526025.3746505,0,32467,-90.0,71.09375,2.4000000000000004,0.0,-0.7109375,35.9375,1298,4072,24
1762526025.3746505,0,0,0,0,12805.038461538461,0,0,0,0,0,0
1762526025.3746505,0,32469,0.0,468.75,496.0,4.6875,0.0,0.0,12,0,4960
1762526025.3746505,0,0,0,0,4887.357142857143,0,0,0,0,0,0
1762526025.3807034,0,32471,0.0,468.75,492.0,4.6875,0.0,0.0,12,0,4920
1762526025.3807034,0,32471,-90.0,71.09375,21.1,0.0,-0.7109375,35.0625,1193,4192,211
1762526025.3807034,0,0,0,0,12809.23076923077,0,0,0,0,0,0
1762526025.3807034,0,32473,0.0,467.96875,491.20000000000005,4.6796875,0.0,0.0,65502,0,4912
1762526025.3807034,0,32473,-90.0,46.875,33.1,0.0,-0.46875,30.6875,1165,4272,331
1762526025.3807034,0,0,0,0,12808.846153846154,0,0,0,0,0,0
1762526025.3807034,0,32475,0.0,467.96875,492.8,4.6796875,0.0,0.0,65499,0,4928
1762526025.3807034,0,32475,-90.0,71.09375,8.5,0.0,-0.7109375,34.9375,1295,4048,85
1762526025.3807034,0,0,0,0,9562.214285714286,0,0,0,0,0,0
1762526025.3807034,0,32477,0.0,468.75,490.40000000000003,4.6875,0.0,0.0,65515,0,4904
1762526025.3807034,0,32477,-90.0,46.875,30.900000000000002,0.0,-0.46875,34.875,1171,4288,309
1762526025.3807034,0,0,0,0,12813.384615384615,0,0,0,0,0,0
1762526025.3807034,0,32479,0.0,468.75,486.40000000000003,4.6875,0.0,0.0,10,0,4864
1762526025.3807034,0,32479,-90.0,71.09375,25.700000000000003,0.0,-0.7109375,30.75,1183,4184,257
1762526025.3807034,0,0,0,0,10296.653846153846,0,0,0,0,0,0
1762526025.3807034,0,32481,0.0,468.75,491.20000000000005,4.6875,0.0,0.0,0,0,4912
1762526025.3807034,0,32481,-90.0,94.53125,23.200000000000003,0.0,-0.9453125,35.125,1189,4192,232
1762526025.3807034,0,32481,91.25314531914302,3250.777494890886,33.9,-0.7109375,32.5,1.078125,0,18,339
1762526025.3807034,0,0,0,0,6788.4,0,0,0,0,0,0
1762526025.3807034,0,32483,0.0,468.75,483.20000000000005,4.6875,0.0,0.0,65515,0,4832
1762526025.3807034,0,32483,-90.0,94.53125,15.4,0.0,-0.9453125,37.1875,1201,4200,154
1762526025.3807034,0,32483,90.78698044373712,3412.82192849627,33.800000000000004,-0.46875,34.125,-1.375,0,22,338
1762526025.3807034,0,0,0,0,12820.961538461539,0,0,0,0,0,0
1762526025.3867233,0,32487,0.0,468.75,487.20000000000005,4.6875,0.0,0.0,65527,0,4872
1762526025.3867233,0,32487,-90.0,94.53125,26.1,0.0,-0.9453125,34.125,1182,4168,261
1762526025.3867233,0,32487,91.2929144142616,3150.802171081051,33.9,-0.7109375,31.5,2.9296875,0,7,339
1762526025.3867233,0,32487,-2.877392677631645,3579.512899495719,0.0,35.75,-1.796875,2.8046875,65476,872,0
1762526025.3867233,0,0,0,0,13344.1,0,0,0,0,0,0
1762526025.3867233,0,32489,0.0,468.75,486.40000000000003,4.6875,0.0,0.0,65534,0,4864
1762526025.3867233,0,32489,-90.0,117.96875,13.100000000000001,0.0,-1.1796875,30.375,1291,4184,131
1762526025.3867233,0,0,0,0,15339.115384615385,0,0,0,0,0,0
1762526025.3867233,0,32491,0.0,468.75,485.6,4.6875,0.0,0.0,15,0,4856
1762526025.3867233,0,0,0,0,15339.153846153846,0,0,0,0,0,0
1762526025.3867233,0,32493,0.0,400.0,481.6,4.0,0.0,0.0,35,0,4816
1762526025.3867233,0,32493,-90.0,71.09375,17.1,0.0,-0.7109375,34.625,1199,4184,171
1762526025.3867233,0,0,0,0,16617.0,0,0,0,0,0,0
1762526025.3867233,0,32495,0.0,467.96875,484.0,4.6796875,0.0,0.0,27,0,4840
1762526025.3867233,0,32495,-90.0,46.875,17.5,0.0,-0.46875,35.25,1198,4264,175
1762526025.3867233,0,0,0,0,12493.125,0,0,0,0,0,0
1762526025.3867233,0,0,0,0,12490.90625,0,0,0,0,0,0
1762526025.3927722,0,32501,0.0,465.625,464.0,4.65625,0.0,0.0,68,0,4640
1762526025.3927722,0,32501,-90.0,94.53125,48.7,0.0,-0.9453125,36.75,1109,4136,487
1762526025.3927722,0,0,0,0,14538.3125,0,0,0,0,0,0
1762526025.3927722,0,0,0,0,14531.96875,0,0,0,0,0,0
1762526025.3927722,0,32505,0.0,841.40625,415.20000000000005,8.4140625,0.0,-1.1796875,553,0,4152
1762526025.3927722,0,0,0,0,15293.5,0,0,0,0,0,0
1762526025.3927722,0,0,0,0,15292.653846153846,0,0,0,0,0,0
1762526025.3927722,0,32509,0.0,811.71875,420.8,8.1171875,0.0,-0.7109375,622,0,4208
1762526025.3927722,0,0,0,0,16561.5,0,0,0,0,0,0
1762526025.3927722,0,32511,0.0,389.0625,472.0,3.890625,0.0,-0.9453125,124,0,4720
1762526025.3927722,0,0,0,0,16559.0,0,0,0,0,0,0
1762526025.3927722,0,32513,0.0,392.1875,471.20000000000005,3.921875,0.0,0.0,108,0,4712
1762526025.3927722,0,32513,-90.0,71.09375,36.7,0.0,-0.7109375,35.0625,1154,4096,367
1762526025.3927722,0,0,0,0,16558.75,0,0,0,0,0,0
1762526025.4009812,0,0,0,0,18923.071428571428,0,0,0,0,0,0
1762526025.4009812,0,0,0,0,18913.85714285714,0,0,0,0,0,0
1762526025.4009812,0,32519,0.0,395.3125,467.20000000000005,3.953125,0.0,-0.9453125,86,0,4672
1762526025.4009812,0,0,0,0,18910.785714285714,0,0,0,0,0,0
1762526025.4009812,0,32521,0.0,398.4375,474.40000000000003,3.984375,0.0,0.0,57,0,4744
1762526025.4009812,0,0,0,0,24664.625,0,0,0,0,0,0
1762526025.4009812,0,0,0,0,24663.375,0,0,0,0,0,0
1762526025.4009812,0,0,0,0,24662.125,0,0,0,0,0,0
1762526025.4009812,0,32527,0.0,468.75,499.20000000000005,4.6875,0.0,0.0,65528,0,4992
1762526025.4009812,0,0,0,0,24661.0,0,0,0,0,0,0
1762526025.4009812,0,32529,0.0,467.1875,515.2,4.671875,0.0,0.0,65486,0,5152
1762526025.4009812,0,0,0,0,24679.0,0,0,0,0,0,0
1762526025.4009812,0,32531,0.0,467.96875,521.6,4.6796875,0.0,0.0,65495,0,5216
1762526025.4009812,0,32531,-90.0,46.875,-1.2000000000000002,0.0,-0.46875,35.0,1211,4184,-12
1762526025.4070554,0,32533,0.0,467.1875,519.2,4.671875,0.0,0.0,65493,0,5192
1762526025.4070554,0,0,0,0,24683.625,0,0,0,0,0,0
1762526025.4070554,0,32535,0.0,467.96875,532.0,4.6796875,0.0,0.0,65499,0,5320
1762526025.4070554,0,0,0,0,24685.5,0,0,0,0,0,0
1762526025.4070554,0,32537,0.0,467.96875,528.0,4.6796875,0.0,0.0,65498,0,5280
1762526025.4070554,0,0,0,0,24687.125,0,0,0,0,0,0
1762526025.4070554,0,32539,0.0,467.96875,522.4,4.6796875,0.0,0.0,65503,0,5224
1762526025.4070554,0,0,0,0,16496.875,0,0,0,0,0,0
1762526025.4070554,0,32541,0.0,467.1875,525.6,4.671875,0.0,0.0,65487,0,5256
1762526025.4070554,0,0,0,0,24689.5,0,0,0,0,0,0
1762526025.4070554,0,32543,0.0,467.1875,526.4,4.671875,0.0,0.0,65490,0,5264
1762526025.4070554,0,0,0,0,18920.0,0,0,0,0,0,0
1762526025.4070554,0,32545,0.0,467.96875,523.2,4.6796875,0.0,0.0,65503,0,5232
1762526025.4070554,0,0,0,0,14240.07142857143,0,0,0,0,0,0
1762526025.4070554,0,32547,0.0,467.96875,521.6,4.6796875,0.0,0.0,65500,0,5216
1762526025.4070554,0,0,0,0,14241.0,0,0,0,0,0,0
1762526025.4131165,0,32551,0.0,467.96875,522.4,4.6796875,0.0,0.0,65505,0,5224
1762526025.4131165,0,32551,90.0,3035.9375,17.0,0.0,30.359375,29.375,1199,4328,170
1762526025.4131165,0,0,0,0,14242.214285714286,0,0,0,0,0,0
1762526025.4131165,0,32553,0.0,467.96875,522.4,4.6796875,0.0,0.0,65504,0,5224
1762526025.4131165,0,0,0,0,14242.92857142857,0,0,0,0,0,0
1762526025.4131165,0,32555,0.0,467.96875,523.2,4.6796875,0.0,0.0,65502,0,5232
1762526025.4131165,0,0,0,0,9562.142857142857,0,0,0,0,0,0
1762526025.4131165,0,32557,0.0,467.96875,521.6,4.6796875,0.0,0.0,65502,0,5216
1762526025.4131165,0,0,0,0,4881.857142857143,0,0,0,0,0,0
1762526025.4131165,0,32559,0.0,467.1875,521.6,4.671875,0.0,0.0,65493,0,5216
1762526025.4131165,0,0,0,0,4882.214285714285,0,0,0,0,0,0
1762526025.4131165,0,32561,0.0,467.96875,520.0,4.6796875,0.0,0.0,65500,0,5200
1762526025.4131165,0,32561,-90.0,94.53125,14.3,0.0,-0.9453125,29.5,1203,4408,143
1762526025.4131165,0,0,0,0,4883.642857142857,0,0,0,0,0,0
1762526025.4131165,0,32563,0.0,467.96875,520.8000000000001,4.6796875,0.0,0.0,65494,0,5208
1762526025.4131165,0,0,0,0,9564.0,0,0,0,0,0,0
1762526025.4191432,0,32567,0.0,467.96875,520.8000000000001,4.6796875,0.0,0.0,65500,0,5208
1762526025.4191432,0,0,0,0,9568.0,0,0,0,0,0,0
1762526025.4191432,0,32569,0.0,467.96875,522.4,4.6796875,0.0,0.0,65500,0,5224
1762526025.4191432,0,0,0,0,9568.714285714286,0,0,0,0,0,0
1762526025.4191432,0,32571,0.0,467.96875,523.2,4.6796875,0.0,0.0,65501,0,5232
1762526025.4191432,0,0,0,0,9569.642857142857,0,0,0,0,0,0
1762526025.4191432,0,32573,0.0,467.96875,521.6,4.6796875,0.0,0.0,65494,0,5216
1762526025.4191432,0,32573,90.0,2964.84375,10.700000000000001,0.0,29.6484375,29.0,1206,4392,107
1762526025.4191432,0,0,0,0,9568.785714285714,0,0,0,0,0,0
1762526025.4191432,0,32575,0.0,467.1875,520.8000000000001,4.671875,0.0,0.0,65492,0,5208
1762526025.4191432,0,0,0,0,14250.0,0,0,0,0,0,0
1762526025.4191432,0,32577,0.0,467.96875,520.0,4.6796875,0.0,0.0,65501,0,5200
1762526025.4191432,0,0,0,0,14250.357142857143,0,0,0,0,0,0
1762526025.4191432,0,32579,0.0,467.1875,520.8000000000001,4.671875,0.0,0.0,65493,0,5208
1762526025.4191432,0,0,0,0,14250.42857142857,0,0,0,0,0,0
1762526025.4251566,0,32583,0.0,467.96875,520.0,4.6796875,0.0,0.0,65498,0,5200
1762526025.4251566,0,0,0,0,14250.92857142857,0,0,0,0,0,0
1762526025.4251566,0,32585,0.0,467.1875,521.6,4.671875,0.0,0.0,65491,0,5216
1762526025.4251566,0,0,0,0,14250.285714285714,0,0,0,0,0,0
1762526025.4251566,0,32587,0.0,467.96875,520.0,4.6796875,0.0,0.0,65494,0,5200
1762526025.4251566,0,0,0,0,14254.07142857143,0,0,0,0,0,0
1762526025.4251566,0,32589,0.0,467.1875,519.2,4.671875,0.0,0.0,65491,0,5192
1762526025.4251566,0,0,0,0,14251.214285714286,0,0,0,0,0,0
1762526025.4251566,0,32591,0.0,467.1875,521.6,4.671875,0.0,0.0,65492,0,5216
1762526025.4251566,0,0,0,0,14252.0,0,0,0,0,0,0
1762526025.4251566,0,32593,0.0,467.96875,519.2,4.6796875,0.0,0.0,65498,0,5192
1762526025.4251566,0,0,0,0,14252.857142857143,0,0,0,0,0,0
1762526025.4251566,0,32595,0.0,467.1875,520.0,4.671875,0.0,0.0,65491,0,5200
1762526025.4251566,0,32595,-90.0,94.53125,3.8000000000000003,0.0,-0.9453125,29.5625,1210,4304,38
1762526025.4251566,0,0,0,0,14253.57142857143,0,0,0,0,0,0
1762526025.431176,0,32599,0.0,467.96875,516.8000000000001,4.6796875,0.0,0.0,65497,0,5168
1762526025.431176,0,0,0,0,14252.285714285714,0,0,0,0,0,0
1762526025.431176,0,32601,0.0,467.96875,519.2,4.6796875,0.0,0.0,65495,0,5192
1762526025.431176,0,0,0,0,14253.285714285714,0,0,0,0,0,0
1762526025.431176,0,32603,0.0,467.96875,520.0,4.6796875,0.0,0.0,65501,0,5200
1762526025.431176,0,0,0,0,14253.285714285714,0,0,0,0,0,0
1762526025.431176,0,32605,0.0,467.96875,519.2,4.6796875,0.0,0.0,65496,0,5192
1762526025.431176,0,0,0,0,9571.714285714286,0,0,0,0,0,0
1762526025.431176,0,32607,0.0,467.96875,517.6,4.6796875,0.0,0.0,65496,0,5176
1762526025.431176,0,0,0,0,9573.57142857143,0,0,0,0,0,0
1762526025.431176,0,32609,0.0,467.96875,517.6,4.6796875,0.0,0.0,65502,0,5176
1762526025.431176,0,0,0,0,9575.07142857143,0,0,0,0,0,0
1762526025.431176,0,32611,0.0,467.96875,516.8000000000001,4.6796875,0.0,0.0,65502,0,5168
1762526025.431176,0,0,0,0,9573.142857142857,0,0,0,0,0,0
1762526025.4372048,0,32615,0.0,468.75,514.4,4.6875,0.0,0.0,65514,0,5144
1762526025.4372048,0,0,0,0,9573.785714285714,0,0,0,0,0,0
1762526025.4372048,0,32617,0.0,468.75,516.8000000000001,4.6875,0.0,0.0,65512,0,5168
1762526025.4372048,0,32617,-90.0,94.53125,17.6,0.0,-0.9453125,29.375,1198,4488,176
1762526025.4372048,0,0,0,0,9573.5,0,0,0,0,0,0
1762526025.4372048,0,32619,0.0,468.75,515.2,4.6875,0.0,0.0,65516,0,5152
1762526025.4372048,0,0,0,0,9574.5,0,0,0,0,0,0
1762526025.4372048,0,32621,0.0,468.75,516.0,4.6875,0.0,0.0,65513,0,5160
1762526025.4372048,0,0,0,0,9575.285714285714,0,0,0,0,0,0
1762526025.4372048,0,32623,0.0,467.96875,518.4,4.6796875,0.0,0.0,65498,0,5184
1762526025.4372048,0,32623,90.0,2964.84375,9.5,0.0,29.6484375,29.125,1207,4432,95
1762526025.4372048,0,0,0,0,9575.642857142857,0,0,0,0,0,0
1762526025.4372048,0,32625,0.0,467.96875,517.6,4.6796875,0.0,0.0,65500,0,5176
1762526025.4372048,0,0,0,0,6791.9,0,0,0,0,0,0
1762526025.4372048,0,32627,0.0,467.1875,520.0,4.671875,0.0,0.0,65494,0,5200
1762526025.4372048,0,0,0,0,6791.75,0,0,0,0,0,0
1762526025.4431992,0,32631,0.0,467.1875,517.6,4.671875,0.0,0.0,65489,0,5176
1762526025.4431992,0,0,0,0,6792.25,0,0,0,0,0,0
1762526025.4431992,0,32633,0.0,467.1875,518.4,4.671875,0.0,0.0,65492,0,5184
1762526025.4431992,0,0,0,0,6790.65,0,0,0,0,0,0
1762526025.4431992,0,32635,0.0,467.1875,517.6,4.671875,0.0,0.0,65488,0,5176
1762526025.4431992,0,0,0,0,10069.55,0,0,0,0,0,0
1762526025.4431992,0,32637,0.0,467.96875,518.4,4.6796875,0.0,0.0,65494,0,5184
1762526025.4431992,0,0,0,0,10069.5,0,0,0,0,0,0
1762526025.4431992,0,32639,0.0,467.96875,516.8000000000001,4.6796875,0.0,0.0,65496,0,5168
1762526025.4431992,0,32639,-90.0,142.1875,18.8,0.0,-1.421875,27.1875,1196,4336,188
1762526025.4431992,0,0,0,0,10069.45,0,0,0,0,0,0
1762526025.4431992,0,32641,0.0,467.96875,516.0,4.6796875,0.0,0.0,65495,0,5160
1762526025.4431992,0,0,0,0,10070.95,0,0,0,0,0,0
1762526025.4431992,0,32643,0.0,467.1875,516.0,4.671875,0.0,0.0,65484,0,5160
1762526025.4431992,0,0,0,0,10070.05,0,0,0,0,0,0
